date,open,high,low,close,volume,close_raw
2018-06-04,15.7901,16.191,15.7901,15.7905,2811840,102.4
2018-06-05,15.2812,16.3452,14.8032,14.8036,1357500,96
2018-06-06,14.649,14.8032,14.0322,14.1868,1605480,92
2018-06-07,14.5719,15.1733,14.356,15.1737,1376540,98.4
2018-06-08,15.5742,16.2218,15.3429,16.2223,2008500,105.2
2018-06-11,16.1602,16.8078,15.9134,16.8082,1229830,109
2018-06-12,16.6536,16.6536,15.8672,16.1914,1139130,105
2018-06-13,16.191,16.6536,16.1139,16.2531,772670,105.4
2018-06-14,16.4223,16.4223,15.9597,16.1914,617130,105
2018-06-15,16.2681,16.2681,15.9597,16.2223,723460,105.2
2018-06-18,16.0522,16.191,15.1116,15.4204,825810,100
2018-06-19,14.6644,14.9574,14.3406,14.6494,2092720,95
2018-06-20,14.649,14.8803,14.356,14.6802,554870,95.2
2018-06-21,14.7107,14.7107,14.3869,14.6802,497790,95.2
2018-06-22,14.6644,14.6644,14.4331,14.6494,328710,95
2018-06-25,14.8032,14.9574,14.7569,14.7882,918340,95.9
2018-06-26,14.5565,14.7261,14.5256,14.6494,493790,95
2018-06-27,14.4177,14.649,14.4177,14.4335,394860,93.6
2018-06-28,14.3406,14.4177,13.6467,14.2176,1319230,92.2
2018-06-29,14.0322,14.1864,13.4154,14.1405,1583700,91.7
2018-07-02,14.1556,14.1556,13.4154,13.5545,669570,87.9
2018-07-03,13.4925,13.6159,12.6136,12.6139,2112230,81.8
2018-07-04,12.4131,12.4902,11.7346,12.4905,1102650,81
2018-07-05,13.346,13.346,12.4902,13.0238,1583450,28.15
2018-07-06,12.9528,13.4154,12.4902,13.3246,1160990,28.8
2018-07-09,13.4154,13.5079,12.8834,13.1858,631240,28.5
2018-07-10,13.1841,13.1841,12.7215,12.7925,549100,27.65
2018-07-11,12.5365,12.5365,11.912,11.9135,1134570,25.75
2018-07-12,12.0276,12.0276,11.6113,12.0291,686180,26
2018-07-13,12.2126,12.2589,12.0276,12.1216,406500,26.2
2018-07-16,12.0276,12.1201,11.912,12.1216,430160,26.2
2018-07-17,12.1201,12.7215,11.8888,12.538,1174520,27.1
2018-07-18,12.7215,13.1841,12.629,12.9313,1139340,27.95
2018-07-19,12.9528,12.9528,12.7215,12.9082,680430,27.9
2018-07-20,12.9065,12.9065,12.5827,12.9082,1473990,27.9
2018-07-23,12.3052,12.8834,12.3052,12.3067,878370,26.6
2018-07-24,12.4902,12.7215,12.1664,12.2142,1019120,26.4
2018-07-25,12.3977,12.4208,11.5187,12.3761,3348190,26.75
2018-07-26,12.0276,12.1433,11.7963,11.9366,645430,25.8
2018-07-27,11.9351,12.1201,11.8426,12.006,1427670,25.95
2018-07-30,12.0045,12.1201,11.9813,12.0754,1438740,26.1
2018-07-31,12.097,12.9065,12.0276,12.8619,4690660,27.8
2018-08-01,12.9065,13.2535,12.5596,12.7462,2060620,27.55
2018-08-02,12.629,13.1841,12.4902,13.1858,3507500,28.5
2018-08-03,13.2304,13.3691,12.9528,13.1164,2418140,28.35
2018-08-06,12.9528,13.0916,12.8603,12.9544,1478320,28
2018-08-07,12.8372,13.0453,12.6752,12.9313,1670400,27.95
2018-08-08,13.0222,13.0222,12.6752,12.8388,1406450,27.75
2018-08-09,12.9065,13.0916,12.6752,12.6768,2342630,27.4
2018-08-10,12.6752,12.814,12.2126,12.5843,2362660,27.2
2018-08-13,12.4902,12.7909,12.3977,12.7,1369550,27.45
2018-08-14,12.7215,12.7215,12.4902,12.5843,850440,27.2
2018-08-15,12.4902,12.5827,12.2589,12.2604,1030610,26.5
2018-08-16,12.2589,12.4439,12.0045,12.2604,1576340,26.5
2018-08-17,12.2589,12.4439,12.2589,12.2604,691890,26.5
2018-08-20,12.3514,12.3514,11.9813,12.2604,847610,26.5
2018-08-21,12.2589,12.3283,12.1433,12.2604,904270,26.5
2018-08-22,12.3514,12.6752,12.282,12.3298,1386850,26.65
2018-08-23,12.4902,12.5596,12.3283,12.3761,1031560,26.75
2018-08-24,12.3746,12.4671,12.2589,12.3067,817010,26.6
2018-08-27,12.3052,12.4208,12.2589,12.2604,1480540,26.5
2018-08-28,12.3052,12.3977,12.1201,12.1448,1630740,26.25
2018-08-29,12.1433,12.1895,12.0739,12.0985,778240,26.15
2018-08-30,12.097,12.1664,12.0507,12.1679,887840,26.3
2018-08-31,12.1664,12.4208,12.1664,12.1679,1723040,26.3
2018-09-04,12.1664,12.3052,12.0507,12.0754,991610,26.1
2018-09-05,12.0739,12.1433,11.912,11.9366,1052150,25.8
2018-09-06,11.9351,11.9813,11.4725,11.4739,2694080,24.8
2018-09-07,11.565,11.7038,11.5187,11.6821,2154200,25.25
2018-09-10,11.75,11.7963,11.565,11.7978,1297720,25.5
2018-09-11,11.7732,11.7963,11.7038,11.7515,780150,25.4
2018-09-12,11.7963,11.8194,11.565,11.5665,1460210,25
2018-09-13,11.565,11.75,11.565,11.659,1105010,25.2
2018-09-14,11.6575,11.75,11.6344,11.6821,1343360,25.25
2018-09-17,11.6807,12.4902,11.6344,12.0523,2714630,26.05
2018-09-18,12.0507,12.097,11.8194,12.0985,1059520,26.15
2018-09-19,12.1201,12.5133,12.1201,12.3067,2934180,26.6
2018-09-20,12.3052,12.9528,12.3052,12.9544,5779740,28
2018-09-21,12.9528,13.161,12.8603,13.0932,4008110,28.3
2018-09-24,13.0916,13.161,12.9297,13.0007,2213810,28.1
2018-09-25,12.9528,13.0453,12.8603,12.9544,2261840,28
2018-09-26,12.9528,13.5773,12.8603,13.3708,4516320,28.9
2018-09-27,13.6004,13.7161,13.4848,13.6022,3663710,29.4
2018-09-28,13.6467,13.7161,13.4154,13.4865,3943650,29.15
2018-10-01,13.4848,13.5311,13.2304,13.2552,2816100,28.65
2018-10-02,13.2304,13.6004,13.2304,13.4634,3139750,29.1
2018-10-03,13.6004,13.6467,13.4848,13.579,1405830,29.35
2018-10-04,13.6467,13.9705,13.5773,13.9723,3273230,30.2
2018-10-05,13.9243,13.9937,13.7624,13.7872,3156560,29.8
2018-10-08,13.4617,13.7624,13.4617,13.579,2101380,29.35
2018-10-09,13.6004,13.7624,13.4848,13.7641,2656380,29.75
2018-10-10,13.7855,13.9243,13.7161,13.741,1689250,29.7
2018-10-11,12.8834,13.4617,12.814,12.885,4366960,27.85
2018-10-12,12.8834,13.3229,12.629,13.2783,2298230,28.7
2018-10-15,13.2766,13.2998,12.9528,13.047,2085500,28.2
2018-10-16,13.0222,13.3691,13.0222,13.2783,1363410,28.7
2018-10-17,13.4617,13.5542,13.3923,13.4634,1972280,29.1
2018-10-18,13.3229,13.4617,13.2766,13.3708,1487880,28.9
2018-10-19,13.1378,13.4154,12.9991,13.4171,1454000,29
2018-10-22,13.4154,13.5079,13.3229,13.3246,2026290,28.8
2018-10-23,13.3229,13.3229,12.3977,12.8619,2307530,27.8
2018-10-24,12.9065,12.9528,12.2589,12.2604,1535430,26.5
2018-10-25,11.6575,12.1664,11.6113,12.0754,2454470,26.1
2018-10-26,12.4439,12.4439,11.7963,11.9597,1747390,25.85
2018-10-29,11.9351,12.0276,11.7963,11.8903,1473740,25.7
2018-10-30,11.8888,12.0739,11.8426,11.9366,1327540,25.8
2018-10-31,12.0739,12.4439,12.0739,12.4455,1230140,26.9
2018-11-01,12.4671,12.4671,12.0739,12.0754,802870,26.1
2018-11-02,12.3052,12.4671,12.1201,12.3067,1048790,26.6
2018-11-05,12.3514,12.4671,12.2589,12.4224,920120,26.85
2018-11-06,12.6752,12.6752,12.3746,12.4686,1174180,26.95
2018-11-07,12.3514,12.5827,12.3514,12.4918,1180500,27
2018-11-08,12.7215,12.7215,12.4671,12.4918,710570,27
2018-11-09,12.4208,12.4671,12.1895,12.191,1090990,26.35
2018-11-12,12.1664,12.2589,11.9582,12.1679,784460,26.3
2018-11-13,11.8888,12.0276,11.8888,11.9135,947810,25.75
2018-11-14,11.8426,12.0276,11.6344,11.6821,1692450,25.25
2018-11-15,11.6807,11.8194,11.5881,11.6821,971850,25.25
2018-11-16,11.7963,12.2126,11.7732,11.8903,645780,25.7
2018-11-19,11.8888,12.3514,11.8888,12.2604,1754860,26.5
2018-11-20,12.1664,12.282,12.0739,12.2142,1534530,26.4
2018-11-21,12.0276,12.3977,11.9813,12.2604,1028070,26.5
2018-11-22,12.4439,12.4439,11.4031,12.2604,901490,26.5
2018-11-23,12.2589,12.3052,12.0739,12.0754,643390,26.1
2018-11-26,12.0276,12.2358,12.0045,12.006,1195560,25.95
2018-11-27,12.1664,12.2589,12.0045,12.0291,1040020,26
2018-11-28,12.0276,12.097,11.9813,12.0985,668970,26.15
2018-11-29,12.2358,12.3052,12.0507,12.0523,1304530,26.05
2018-11-30,12.1433,12.1664,12.0276,12.0523,635260,26.05
2018-12-03,12.2589,12.5827,12.1664,12.5843,3059840,27.2
2018-12-04,12.5827,12.9297,12.5827,12.8619,2885160,27.8
2018-12-05,12.7215,13.0916,12.629,12.9544,3540000,28
2018-12-06,12.9528,13.161,12.9065,13.0238,2977170,28.15
2018-12-07,13.0453,13.1841,12.8603,12.9544,2249340,28
2018-12-10,12.9065,13.1147,12.814,13.0701,3389080,28.25
2018-12-11,13.1147,13.1841,12.9991,13.0932,2451470,28.3
2018-12-12,13.1841,13.3691,13.0916,13.3708,3106230,28.9
2018-12-13,13.4154,13.4848,13.2766,13.2783,2502500,28.7
2018-12-14,13.1841,13.3229,13.1841,13.2552,2395670,28.65
2018-12-17,13.0916,13.1841,12.6752,12.6768,3335920,27.4
2018-12-18,12.4902,12.7215,12.3514,12.7231,3565390,27.5
2018-12-19,12.6752,12.7215,12.4671,12.7231,1152330,27.5
2018-12-20,12.5827,12.814,12.5365,12.6074,1096130,27.25
2018-12-21,12.4902,12.629,12.3514,12.6306,1436860,27.3
2018-12-24,12.629,12.6752,12.4439,12.4455,1250440,26.9
2018-12-25,12.1201,12.282,11.9351,12.2142,2408040,26.4
2018-12-26,12.1664,12.3052,12.0045,12.0291,1965260,26
2018-12-27,12.2589,12.3283,12.0507,12.0523,2093990,26.05
2018-12-28,12.1664,12.1664,11.9582,11.9597,1849440,25.85
2019-01-02,11.8426,12.0507,11.8426,11.8441,1329030,25.6
2019-01-03,11.8888,11.912,11.565,11.5665,1811430,25
2019-01-04,11.565,11.565,10.7555,11.5433,2970830,24.95
2019-01-07,11.6344,11.7963,11.6113,11.6127,1436930,25.1
2019-01-08,11.6344,11.6575,11.5881,11.6127,843170,25.1
2019-01-09,11.6575,12.0276,11.6113,11.9366,3192180,25.8
2019-01-10,11.9351,12.0045,11.912,11.9366,1644380,25.8
2019-01-11,11.9582,12.1664,11.9582,12.0291,1623150,26
2019-01-14,11.9813,12.0507,11.912,11.9597,2002420,25.85
2019-01-15,11.9582,12.2589,11.9582,12.2604,1853220,26.5
2019-01-16,12.2589,12.3746,12.2358,12.2604,1782580,26.5
2019-01-17,12.2589,12.4208,12.2126,12.3298,1858980,26.65
2019-01-18,12.3977,12.4671,12.2589,12.3761,1598890,26.75
2019-01-21,12.4439,12.7215,12.4439,12.6768,1951730,27.4
2019-01-22,12.7678,12.7678,12.3977,12.3992,2368670,26.8
2019-01-23,12.4439,12.4439,12.282,12.2836,2092730,26.55
2019-01-24,12.3514,12.4208,12.2358,12.3298,1537670,26.65
2019-01-25,12.4671,12.6059,12.3283,12.3298,1710030,26.65
2019-01-28,12.3746,12.3977,12.0507,12.1216,1864000,26.2
2019-01-29,12.1201,12.2589,11.9813,12.2604,2058540,26.5
2019-01-30,12.2589,12.3514,12.1664,12.3067,1017170,26.6
2019-01-31,12.3052,12.3052,12.1664,12.2604,2606420,26.5
2019-02-01,12.2589,12.5827,12.1664,12.5843,7859690,27.2
2019-02-11,12.4902,12.629,12.3977,12.5149,2504660,27.05
2019-02-12,12.5596,12.7909,12.4671,12.7,4957590,27.45
2019-02-13,12.6984,12.8372,12.6752,12.7462,2519920,27.55
2019-02-14,12.7215,12.7678,12.6059,12.6306,2290940,27.3
2019-02-15,12.5827,12.7909,12.5365,12.6074,3355310,27.25
2019-02-18,12.629,12.7446,12.6059,12.6537,2160450,27.35
2019-02-19,12.6752,13.0453,12.6752,12.7462,7850600,27.55
2019-02-20,12.7909,12.8603,12.6984,12.7462,2760520,27.55
2019-02-21,12.7678,12.814,12.629,12.7231,2102120,27.5
2019-02-22,12.7215,12.9528,12.6752,12.8156,6443060,27.7
2019-02-25,12.9065,12.9528,12.814,12.8388,3849680,27.75
2019-02-26,12.814,12.8834,12.6059,12.7,3078620,27.45
2019-02-27,12.6984,12.7215,12.5133,12.5843,4709200,27.2
2019-02-28,12.5365,12.5827,12.2126,12.2604,4845650,26.5
2019-03-01,12.3052,12.4208,12.2126,12.3067,2342280,26.6
2019-03-04,12.3514,12.5365,12.3514,12.4918,2834780,27
2019-03-05,12.4208,12.5827,12.3514,12.3992,3227790,26.8
2019-03-06,12.3977,12.4439,12.3283,12.3992,1004950,26.8
2019-03-07,12.3746,12.5133,12.3746,12.3761,1428410,26.75
2019-03-08,12.282,12.3283,12.1433,12.1448,2892590,26.25
