date,open,high,low,close,volume,close_raw
2018-05-17,61.9795,61.9795,61.9795,61.982,18000,110.5
2018-05-22,66.2984,66.2984,66.2984,66.3011,20,118.2
2018-05-23,64.2231,64.2231,61.699,61.8698,4839580,110.3
2018-05-24,62.1477,64.3913,61.7551,64.2256,1937240,114.5
2018-05-25,64.3913,67.2519,64.2231,65.9084,1749720,117.5
2018-05-28,62.2599,66.1862,62.2599,65.628,2944740,117
2018-05-29,65.6253,65.7375,63.4378,65.067,884320,116
2018-05-30,65.0644,65.6253,63.3817,65.628,2448260,117
2018-05-31,65.6253,65.9058,64.5596,64.5622,1178690,115.1
2018-06-01,64.5596,65.9058,64.2231,65.3475,814870,116.5
2018-06-04,65.0644,66.1301,64.784,66.1328,1762630,117.9
2018-06-05,66.1301,66.7471,65.6253,66.1889,1229890,118
2018-06-06,65.9058,67.8128,65.6253,67.3107,712230,120
2018-06-07,68.4298,68.4298,62.5964,67.3107,1167210,120
2018-06-08,67.308,67.8128,65.9058,67.3107,462940,120
2018-06-11,67.7567,67.7567,66.7471,67.3107,425790,120
2018-06-12,67.308,67.308,65.6253,66.1889,816310,118
2018-06-13,66.1862,66.4106,65.9618,66.1889,289590,118
2018-06-14,66.1862,66.4667,65.2327,65.628,624230,117
2018-06-15,66.0179,66.0179,65.3449,65.3475,213150,116.5
2018-06-18,65.3449,66.1862,65.0644,65.3475,626280,116.5
2018-06-19,65.3449,65.3449,64.3352,64.5061,770730,115
2018-06-20,60.0724,65.0644,60.0724,64.5061,613980,115
2018-06-21,64.5035,64.5596,63.9426,64.5061,117280,115
2018-06-22,64.5035,64.5035,63.9426,64.0574,83230,114.2
2018-06-25,64.0548,65.0083,64.0548,64.7866,214260,115.5
2018-06-26,64.784,64.784,63.9987,64.5061,112440,115
2018-06-27,63.1013,63.9987,61.699,61.7015,305740,110
2018-06-28,61.699,63.3817,60.5772,61.7015,185920,110
2018-06-29,63.3817,63.3817,60.8577,63.0477,321730,112.4
2018-07-02,63.1013,63.1013,61.699,62.4307,456190,111.3
2018-07-03,62.4282,62.4282,58.1092,58.1116,165430,103.6
2018-07-04,57.2679,62.1477,57.2679,62.1502,1358170,110.8
2018-07-05,62.1477,64.5035,62.1477,63.9452,1208630,114
2018-07-06,62.5404,63.8865,62.5404,63.1038,497040,112.5
2018-07-09,63.1013,63.6061,63.1013,63.2721,134390,112.8
2018-07-10,63.2134,63.2695,60.8577,62.2624,298180,111
2018-07-11,61.699,62.2599,60.5772,61.5332,86370,109.7
2018-07-12,61.699,62.1477,60.5772,61.7015,113470,110
2018-07-13,60.1846,62.2599,60.1846,61.3088,57420,109.3
2018-07-16,61.9795,61.9795,59.4554,59.4578,93750,106
2018-07-17,61.1381,62.2599,59.4554,59.4578,410540,106
2018-07-18,61.699,61.699,60.0163,60.2431,115930,107.4
2018-07-19,60.5772,60.5772,59.7359,59.7383,359780,106.5
2018-07-20,59.9602,60.5772,59.5115,59.9626,361710,106.9
2018-07-23,60.465,61.4186,57.7727,60.4675,140470,107.8
2018-07-24,57.7727,60.4089,57.7727,59.7383,52950,106.5
2018-07-25,60.0163,60.0163,59.1189,59.7383,123900,106.5
2018-07-26,59.7359,60.465,59.4554,59.4578,205970,106
2018-07-27,59.4554,59.7359,58.8945,59.4017,67370,105.9
2018-07-30,59.4554,61.9795,58.8945,61.982,324540,110.5
2018-07-31,62.8208,62.8208,61.0259,61.8698,170450,110.3
2018-08-01,61.8673,61.9234,60.8577,60.9162,320670,108.6
2018-08-02,61.6429,61.6429,60.9137,61.0284,265210,108.8
2018-08-03,61.2503,61.5307,60.8577,61.1406,398200,109
2018-08-06,61.1381,61.1942,61.0259,61.1406,182880,109
2018-08-07,61.1381,61.1381,60.0163,60.2992,160500,107.5
2018-08-08,60.2968,61.0259,60.2968,60.5796,134310,108
2018-08-09,60.5772,61.1381,60.5772,60.9723,285670,108.7
2018-08-10,61.1381,61.1381,59.4554,59.9626,120470,106.9
2018-08-13,60.8016,60.8016,59.9602,60.2992,1088420,107.5
2018-08-14,60.0163,60.5772,60.0163,60.4675,406610,107.8
2018-08-15,60.465,60.5211,60.0724,60.4675,436300,107.8
2018-08-16,60.465,60.5211,60.0724,60.4675,726220,107.8
2018-08-17,63.9426,63.9426,61.0259,61.0284,1125570,108.8
2018-08-20,62.4843,62.4843,61.0259,61.0284,575880,108.8
2018-08-21,61.0259,61.9795,61.0259,61.6454,741280,109.9
2018-08-22,61.6429,62.1477,61.4746,61.6454,415780,109.9
2018-08-23,61.699,62.8769,61.699,62.7672,1371780,111.9
2018-08-24,62.933,63.3256,62.316,62.5429,1340480,111.5
2018-08-27,62.7647,62.7647,62.4282,62.5429,913670,111.5
2018-08-28,62.5404,62.5404,61.9795,62.2624,817180,111
2018-08-29,62.2599,62.2599,60.7455,60.7479,303590,108.3
2018-08-30,60.5772,60.5772,59.7359,60.2431,409540,107.4
2018-08-31,60.2407,62.3721,58.3336,58.336,3027640,104
2018-09-04,59.9602,60.4089,58.4458,58.8408,225530,104.9
2018-09-05,59.3432,59.4554,58.9506,59.4578,318560,106
2018-09-06,59.4554,59.4554,58.6701,58.8969,287240,105
2018-09-07,58.3336,58.8945,58.3336,58.7847,459090,104.8
2018-09-10,59.175,59.175,58.6701,58.6725,532950,104.6
2018-09-11,58.3336,58.8945,58.1653,58.1677,483770,103.7
2018-09-12,58.7823,58.7823,58.2214,58.336,605640,104
2018-09-13,58.3336,59.231,58.3336,58.953,836910,105.1
2018-09-14,59.3432,59.4554,59.0628,59.1773,591790,105.5
2018-09-17,59.175,59.848,59.1189,59.1773,1287240,105.5
2018-09-18,59.175,59.175,58.3336,58.6725,207550,104.6
2018-09-19,59.1189,59.1189,57.7727,58.6725,258160,104.6
2018-09-20,58.8945,58.8945,58.2775,58.8969,336900,105
2018-09-21,58.6701,58.9506,56.9314,56.9337,8102520,101.5
2018-09-24,56.9314,57.7727,56.9314,57.7189,634680,102.9
2018-09-25,57.4362,57.9971,56.9874,57.4385,472130,102.4
2018-09-26,57.2118,57.4923,57.1557,57.158,473580,101.9
2018-09-27,58.3336,58.6141,57.7727,58.336,525990,104
2018-09-28,59.175,59.4554,58.6701,59.4578,846730,106
2018-10-01,59.7359,60.0724,57.8288,57.8311,523580,103.1
2018-10-02,58.5019,58.8945,58.2214,58.336,534540,104
